Date,Volume,Close,Min,Max
2013-12-16,16151203.0,10.7541,10.7196665,11.0298815
2013-12-17,21712283.0,10.3405,9.926893,10.685198
2013-12-18,23066306.0,10.6163,9.651146,10.61626
2013-12-19,37570802.0,9.7546,9.720083,10.478387
2013-12-20,42173092.4,9.7546,9.547742,9.857957
2013-12-23,27816332.0,9.6167,9.3754,9.823488
2013-12-24,7959015.0,9.9269,9.651146,9.961362
2013-12-25,8927752.0,9.2375,9.203058,10.168172
2013-12-26,7151894.0,9.2031,9.030716,9.513273
2013-12-27,15578162.0,9.9958,9.203058,10.030298
2013-12-30,18863050.55,10.6507,10.133704,10.685198
2013-12-31,8078747.0,10.6507,10.271577,10.788604
2014-01-02,12001711.0,10.8575,10.271577,10.857541
2014-01-03,19483520.0,10.2371,10.202641,10.892009
2014-01-06,31947964.0,10.3405,9.857957,10.512856
2014-01-07,23029269.0,10.5818,10.202641,10.754135
2014-01-08,15353593.0,10.6507,10.581793,10.926477
2014-01-09,10039237.0,10.8575,10.478387,10.857541
2014-01-10,16819798.0,11.1678,10.823072,11.340097
2014-01-13,22345689.0,11.5469,11.305628,12.132871
2014-01-14,24386135.0,11.2367,10.857541,11.374565
2014-01-15,20646260.0,11.478,11.167756,11.51244
2014-01-16,19410412.0,11.0643,10.995413,11.374565
2014-01-17,15789852.0,10.5473,10.547323,11.167756
2014-01-20,12808500.0,10.6163,10.409451,10.892009
2014-01-21,20089997.0,10.6507,10.61626,10.960944
2014-01-22,23588402.0,10.892,10.581793,10.892009
2014-01-23,33427981.0,10.7886,10.685198,11.615844
2014-01-24,36659008.0,11.3401,10.61626,11.374565
2014-01-27,23525121.0,10.892,10.892009,11.340097
2014-01-28,14892034.0,10.9954,10.857541,11.1332855
2014-01-29,27159693.0,11.2022,10.65073,11.202223
2014-01-30,27181004.0,11.8571,11.0298815,11.891592
2014-01-31,27044008.0,11.6848,11.615844,12.098402
2014-02-03,9964119.0,11.6848,11.47797,11.857123
2014-02-04,23492759.0,11.4435,11.443501,11.788185
2014-02-05,23860741.0,11.1678,11.0298815,11.650311
2014-02-06,27710633.0,10.9954,10.926477,11.2366905
2014-02-07,39924892.0,10.9609,10.754135,11.1332855
2014-02-10,17882276.0,10.8575,10.754135,10.960944
2014-02-11,57752033.0,10.8231,10.823072,11.271159
2014-02-12,16848991.0,10.892,10.788604,11.0298815
2014-02-13,19097700.0,10.8575,10.7196665,10.926477
2014-02-14,13101433.0,10.8575,10.823072,10.960944
2014-02-17,17502880.0,11.1333,10.857541,11.1332855
2014-02-18,31357981.0,11.1333,11.064349,11.409033
2014-02-19,33569664.0,11.2022,10.823072,11.340097
2014-02-20,29293073.0,10.9265,10.892009,11.305628
2014-02-21,12399734.0,10.9609,10.892009,11.098818
2014-02-24,12699565.0,10.8575,10.857541,10.995413
2014-02-25,10784499.0,10.6507,10.547323,10.685198
2014-02-26,14687528.0,10.6163,10.581793,10.823072
2014-02-27,11553890.0,10.6852,10.512856,10.788604
2014-02-28,26996628.0,10.7197,10.61626,10.857541
2014-03-03,8104191.0,10.4095,10.306046,10.685198
2014-03-04,23412899.0,10.5818,10.478387,10.65073
2014-03-05,14765784.0,10.8575,10.581793,10.960944
2014-03-06,39108397.0,11.3401,11.0298815,11.47797
2014-03-07,21075029.0,10.9609,10.960944,11.546907
2014-03-10,9846300.0,10.9609,10.892009,11.1332855
