Date,Volume,Close,Min,Max
2013-12-16,290981.0,2.8403,2.817459,2.8402727
2013-12-17,1125797.0,2.7718,2.749019,2.8402727
2013-12-18,675696.0,2.7946,2.7376122,2.7946458
2013-12-19,1191434.0,2.8061,2.7376122,2.8060524
2013-12-20,1663996.7,2.8175,2.749019,2.817459
2013-12-23,964176.0,2.8061,2.7946458,2.817459
2013-12-24,111597.0,2.8061,2.7946458,2.817459
2013-12-25,311409.0,2.7262,2.714799,2.817459
2013-12-26,493169.0,2.7604,2.6577652,2.7718325
2013-12-27,860179.0,2.7376,2.623545,2.7604256
2013-12-30,851718.69,2.7604,2.7376122,2.7946458
2013-12-31,401173.0,2.7832,2.7376122,2.7946458
2014-01-02,260997.0,2.7946,2.749019,2.817459
2014-01-03,46454117.0,2.7946,2.7832391,2.8402727
2014-01-06,31101781.0,2.8061,2.8060524,2.8402727
2014-01-07,1789814.0,2.8061,2.7832391,2.828866
2014-01-08,848830.0,2.7604,2.7604256,2.8060524
2014-01-09,152939.0,2.7718,2.6691718,2.7832391
2014-01-10,220599.0,2.7718,2.7604256,2.7832391
2014-01-13,125936.0,2.7604,2.749019,2.7832391
2014-01-14,128735.0,2.8175,2.6805785,2.817459
2014-01-15,64849.0,2.7832,2.7604256,2.8060524
2014-01-16,348433.0,2.7718,2.7376122,2.7832391
2014-01-17,139859.0,2.7148,2.714799,2.7946458
2014-01-20,235444.0,2.7148,2.7033918,2.749019
2014-01-21,162912.0,2.7262,2.6805785,2.749019
2014-01-22,119822.0,2.7148,2.7033918,2.7376122
2014-01-23,101286.0,2.7376,2.7033918,2.7376122
2014-01-24,222499.0,2.7376,2.6691718,2.7376122
2014-01-27,341810.0,2.7262,2.6919851,2.7262056
2014-01-28,154365.0,2.7148,2.7033918,2.7376122
2014-01-29,602663.0,2.7262,2.6349516,2.7376122
2014-01-30,472101.0,2.6806,2.6349516,2.7262056
2014-01-31,219203.0,2.7148,2.6463583,2.714799
2014-02-03,184820.0,2.7262,2.6805785,2.7262056
2014-02-04,133333.0,2.7148,2.6919851,2.714799
2014-02-05,526644.0,2.7262,2.7033918,2.7262056
2014-02-06,170666.0,2.7376,2.714799,2.7376122
2014-02-07,63518.0,2.7376,2.714799,2.7376122
2014-02-10,648708.0,2.7718,2.7262056,2.7718325
2014-02-11,1051692.0,2.8175,2.749019,2.828866
2014-02-12,404314.0,2.7604,2.7604256,2.8402727
2014-02-13,3675651.0,2.7376,2.7033918,2.7946458
2014-02-14,128573.0,2.7148,2.7033918,2.7604256
2014-02-17,287060.0,2.7148,2.7033918,2.7376122
2014-02-18,243450.0,2.6806,2.6805785,2.7262056
2014-02-19,517621.0,2.6692,2.5665114,2.6919851
2014-02-20,432206.0,2.6578,2.623545,2.6805785
2014-02-21,324806.0,2.635,2.6349516,2.6691718
2014-02-24,1503563.0,2.635,2.6007316,2.6577652
2014-02-25,380848.0,2.6007,2.5665114,2.623545
2014-02-26,803631.0,2.6578,2.543698,2.6577652
2014-02-27,614880.0,2.5893,2.577918,2.623545
2014-02-28,406686.0,2.5779,2.577918,2.6007316
2014-03-03,229350.0,2.5323,2.5322912,2.5893247
2014-03-04,280546.0,2.5665,2.543698,2.5893247
2014-03-05,120844.0,2.5551,2.543698,2.577918
2014-03-06,271655.0,2.5551,2.5551047,2.5893247
2014-03-07,150601.0,2.5437,2.543698,2.577918
2014-03-10,116645.0,2.5323,2.5322912,2.5665114
2014-03-11,79302.0,2.5551,2.5208845,2.5551047
2014-03-12,85264.0,2.5551,2.5322912,2.5665114
2014-03-13,293039.0,2.5665,2.543698,2.6007316
2014-03-14,78443.0,2.5551,2.5551047,2.5665114
2014-03-17,32470.0,2.5893,2.5665114,2.6007316
2014-03-18,103552.0,2.6235,2.577918,2.623545
2014-03-19,46239322.0,2.6121,2.6007316,2.6463583
2014-03-20,223742.0,2.692,2.6007316,2.6919851
