Date,Volume,Close,Min,Max
2013-12-16,554281.0,2.941,2.9332917,2.9562678
2013-12-17,2291623.0,2.895,2.8107522,2.9409506
2013-12-18,1264230.0,2.8414,2.6958714,2.8643634
2013-12-19,771010.0,2.7801,2.7647996,2.8184106
2013-12-20,1118776.4,2.7648,2.7188473,2.7801173
2013-12-23,1012472.0,2.6882,2.6728952,2.7494824
2013-12-24,840286.0,2.6959,2.6728952,2.7188473
2013-12-25,923409.0,2.581,2.5809903,2.734165
2013-12-26,902522.0,2.4891,2.481427,2.6039667
2013-12-27,1462272.0,2.4048,2.2057128,2.481427
2013-12-30,1488996.3,2.5733,2.397181,2.5733314
2013-12-31,1439213.0,2.6423,2.4967444,2.64226
2014-01-02,899547.0,2.5657,2.5426967,2.64226
2014-01-03,682799.0,2.535,2.5197206,2.5809903
2014-01-06,897073.0,2.604,2.535038,2.6116252
2014-01-07,1408841.0,2.6193,2.588649,2.6269424
2014-01-08,1007698.0,2.5886,2.5580144,2.619284
2014-01-09,406107.0,2.5504,2.5426967,2.5733314
2014-01-10,940395.0,2.5657,2.5426967,2.5733314
2014-01-13,1051146.0,2.5733,2.5580144,2.6116252
2014-01-14,648461.0,2.5504,2.527379,2.5580144
2014-01-15,2272083.0,2.581,2.5503554,2.6269424
2014-01-16,9410103.0,2.604,2.5426967,2.6652365
2014-01-17,2842145.0,2.5733,2.5733314,2.6346014
2014-01-20,2245471.0,2.5886,2.5197206,2.6116252
2014-01-21,2246462.0,2.5886,2.5809903,2.6346014
2014-01-22,1299541.0,2.5733,2.5733314,2.619284
2014-01-23,1185341.0,2.604,2.5580144,2.6039667
2014-01-24,923840.0,2.5733,2.5580144,2.596308
2014-01-27,725552.0,2.581,2.5426967,2.596308
2014-01-28,880345.0,2.5657,2.5656729,2.6039667
2014-01-29,1372307.0,2.535,2.5120616,2.596308
2014-01-30,797447.0,2.5427,2.504403,2.5656729
2014-01-31,574322.0,2.5121,2.5120616,2.5503554
2014-02-03,458483.0,2.5044,2.504403,2.535038
2014-02-04,389197.0,2.5427,2.481427,2.5426967
2014-02-05,281703.0,2.5427,2.527379,2.5580144
2014-02-06,1456971.0,2.5657,2.5426967,2.5809903
2014-02-07,3985101.0,2.604,2.5733314,2.6346014
2014-02-10,647601.0,2.5886,2.535038,2.6116252
2014-02-11,697226.0,2.5886,2.5809903,2.6116252
2014-02-12,1470747.0,2.5657,2.5656729,2.619284
2014-02-13,803440.0,2.5504,2.5426967,2.5733314
2014-02-14,1804473.0,2.5963,2.5580144,2.619284
2014-02-17,1394309.0,2.5657,2.5656729,2.6116252
2014-02-18,864325.0,2.5657,2.5656729,2.588649
2014-02-19,634527.0,2.5504,2.535038,2.5656729
2014-02-20,515449.0,2.5504,2.527379,2.5503554
2014-02-21,472099.0,2.535,2.535038,2.5656729
2014-02-24,916107.0,2.558,2.535038,2.5733314
2014-02-25,921777.0,2.4967,2.4737682,2.504403
2014-02-26,744902.0,2.4891,2.481427,2.504403
2014-02-27,1254588.0,2.5121,2.481427,2.5120616
2014-02-28,387348.0,2.5044,2.504403,2.527379
2014-03-03,606471.0,2.4661,2.4661095,2.4967444
2014-03-04,1415181.0,2.4967,2.4661095,2.535038
2014-03-05,1606258.0,2.5121,2.504403,2.5656729
2014-03-06,810865.0,2.5044,2.504403,2.535038
2014-03-07,577069.0,2.4814,2.481427,2.5120616
2014-03-10,637660.0,2.4776,2.4737682,2.489086
2014-03-11,894055.0,2.5006,2.4775975,2.5082324
2014-03-12,541244.0,2.5044,2.4852564,2.5120616
2014-03-13,386904.0,2.5044,2.500574,2.527379
2014-03-14,398200.0,2.4891,2.4852564,2.5158908
2014-03-17,1293149.0,2.5121,2.504403,2.5388672
2014-03-18,700210.0,2.5159,2.5120616,2.5312085
2014-03-19,1573854.0,2.5082,2.5082324,2.535038
2014-03-20,400481.0,2.5006,2.4967444,2.5197206
2014-03-21,479716.0,2.5274,2.4929152,2.527379
2014-03-24,500873.0,2.4853,2.4852564,2.5312085
2014-03-25,552369.0,2.4967,2.4852564,2.5082324
2014-03-26,997970.0,2.5274,2.500574,2.5312085
2014-03-27,888952.0,2.5006,2.500574,2.5312085
2014-03-28,916387.0,2.5274,2.504403,2.5312085
2014-03-31,1094742.0,2.558,2.5388672,2.5733314
2014-04-01,2058268.0,2.6231,2.569502,2.6307716
2014-04-02,1263825.0,2.6078,2.6039667,2.6231132
2014-04-03,2441171.0,2.6652,2.6077957,2.6728952
2014-04-04,5357103.0,2.8682,2.6652365,2.894998
2014-04-07,5324274.0,2.9601,2.8758512,3.0290256
2014-04-08,1536603.0,2.941,2.925633,3.00222
2014-04-09,1331502.0,2.8644,2.8413868,2.9524384
2014-04-10,1593050.0,2.8988,2.872022,2.9600973
2014-04-11,3122561.0,2.9141,2.8452163,2.9600973
2014-04-14,1518071.0,2.9333,2.906486,2.9447799
2014-04-15,5447555.0,2.9869,2.925633,3.0443432
2014-04-16,2310478.0,2.9716,2.9715855,3.040514
2014-04-17,3186086.0,3.098,2.9792445,3.0979543
2014-04-18,3835746.0,3.075,3.0251963,3.1171012
2014-04-21,2206987.0,3.1018,3.0673196,3.1094418
2014-04-22,5501232.0,3.2052,3.1017833,3.254958
2014-04-24,1705721.0,3.2013,3.1936886,3.2472994
2014-04-25,2361994.0,3.1286,3.1056125,3.2281525
2014-04-28,4960550.2,3.1592,3.1132715,3.1898594
2014-04-29,1839723.0,3.1248,3.1209304,3.1898594
2014-04-30,6927748.0,3.2626,3.2396405,3.3621805
2014-05-02,2395178.0,3.2894,3.2702758,3.3162282
2014-05-05,1837322.0,3.2703,3.2702758,3.3009102
2014-05-06,1192004.0,3.2741,3.2587876,3.2894225
2014-05-07,5699956.0,3.3201,3.2626169,3.331545
2014-05-08,4625331.0,3.3775,3.3277159,3.392815
2014-05-09,2992742.0,3.4388,3.3698392,3.446426
2014-05-12,12064840.0,3.5805,3.4540849,3.6532123
