Date,Volume,Close,Min,Max
2013-12-16,1036587.0,0.1771,0.17709304,0.17999619
2013-12-17,2813133.0,0.1771,0.17593178,0.17825426
2013-12-18,1786240.0,0.1771,0.17651242,0.17767367
2013-12-19,1216968.0,0.1771,0.17651242,0.17767367
2013-12-20,2961578.68,0.1771,0.17651242,0.17883494
2013-12-23,2631846.0,0.1771,0.17651242,0.17767367
2013-12-24,1168732.0,0.1771,0.17651242,0.17883494
2013-12-25,621377.0,0.1777,0.17651242,0.17825426
2013-12-26,612656.0,0.1783,0.17651242,0.17825426
2013-12-27,2256606.0,0.1684,0.16606101,0.17825426
2013-12-30,818573.84,0.1759,0.17012544,0.17651242
2013-12-31,781993.0,0.1765,0.17593178,0.17883494
2014-01-02,134781.0,0.1771,0.17535114,0.17709304
2014-01-03,48476.0,0.1771,0.17651242,0.17767367
2014-01-06,160098.0,0.1771,0.1747705,0.17767367
2014-01-07,111019.0,0.1765,0.17360926,0.17709304
2014-01-08,28556713.0,0.1934,0.17535114,0.19509266
2014-01-09,4110327.0,0.2009,0.18522188,0.20670532
2014-01-10,814461.0,0.1957,0.19277011,0.20322151
2014-01-13,430915.0,0.1875,0.18638316,0.1974152
2014-01-14,1250509.0,0.1887,0.18406063,0.19625394
2014-01-15,495646.0,0.1887,0.18754445,0.19102822
2014-01-16,257190.0,0.187,0.18522188,0.19160886
2014-01-17,259819.0,0.187,0.18580253,0.19451204
2014-01-20,104449.0,0.1829,0.17767367,0.18696378
2014-01-21,142556.0,0.1846,0.18231873,0.18638316
2014-01-22,108706.0,0.187,0.18406063,0.19044761
2014-01-23,180958.0,0.1829,0.18231873,0.18696378
2014-01-24,177526.0,0.1829,0.17825426,0.18522188
2014-01-27,68517.0,0.1817,0.17941557,0.18406063
2014-01-28,76062.0,0.1823,0.18057683,0.18580253
2014-01-29,160884.0,0.1788,0.17709304,0.18464126
2014-01-30,380753.0,0.1783,0.17593178,0.1817381
2014-01-31,623246.0,0.1783,0.17535114,0.17825426
2014-02-03,639054.0,0.1771,0.17651242,0.17941557
2014-02-04,691528.0,0.1783,0.17651242,0.19160886
2014-02-05,147074.0,0.18,0.17825426,0.1817381
2014-02-06,551203.0,0.1777,0.17709304,0.1817381
2014-02-07,711395.0,0.1777,0.17709304,0.17825426
2014-02-10,668450.0,0.1771,0.17651242,0.17767367
2014-02-11,486427.0,0.1771,0.17651242,0.17767367
2014-02-12,1387751.0,0.1777,0.17651242,0.18057683
2014-02-13,471231.0,0.1771,0.17709304,0.17825426
2014-02-14,817885.0,0.1783,0.17709304,0.17941557
2014-02-17,1211472.0,0.1788,0.17825426,0.1817381
2014-02-18,1045724.0,0.18,0.17883494,0.18231873
