Date,Volume,Close,Min,Max
2013-12-16,1731554.0,1.1733,1.1688392,1.1777277
2013-12-17,4205998.0,1.1377,1.1066196,1.1688392
2013-12-18,2805253.0,1.1377,1.1066196,1.1421738
2013-12-19,1448382.0,1.1244,1.111064,1.1377293
2013-12-20,4826315.2,1.1022,1.0932869,1.1332853
2013-12-23,1422764.0,1.08,1.0621771,1.0843984
2013-12-24,691027.0,1.0888,1.0710655,1.0932869
2013-12-25,1547893.0,1.0222,1.0132902,1.1021754
2013-12-26,1188305.0,1.0311,0.9866247,1.0444001
2013-12-27,2188087.0,0.9955,0.95107085,1.0221788
2013-12-30,4279313.65,1.0311,1.0044017,1.0355115
2013-12-31,1757160.0,1.0133,1.008846,1.0488443
2014-01-02,1430541.0,1.0311,1.0044017,1.0310673
2014-01-03,771406.0,1.0311,1.0221788,1.0399557
2014-01-06,2710520.0,1.0844,1.0221788,1.1066196
2014-01-07,3579277.0,1.1333,1.0755098,1.1421738
2014-01-08,2639174.0,1.1333,1.0932869,1.1377293
2014-01-09,1802636.0,1.1288,1.111064,1.1377293
2014-01-10,2256540.0,1.1377,1.1243966,1.1466178
2014-01-13,2118298.0,1.1333,1.1199524,1.1466178
2014-01-14,2401390.0,1.1466,1.1199524,1.1555066
2014-01-15,640584.0,1.1422,1.1377293,1.1510623
2014-01-16,1741566.0,1.1422,1.1243966,1.1555066
2014-01-17,918347.0,1.12,1.1066196,1.1421738
2014-01-20,1923404.0,1.1111,1.0977311,1.1243966
2014-01-21,707516.0,1.1155,1.111064,1.1288409
2014-01-22,766812.0,1.1155,1.0666214,1.1243966
2014-01-23,938583.0,1.1111,1.1066196,1.1243966
2014-01-24,1159822.0,1.12,1.0755098,1.1199524
2014-01-27,1132968.0,1.1066,1.0932869,1.1199524
2014-01-28,792262.0,1.0933,1.0888426,1.1155081
2014-01-29,3646231.0,1.0311,1.0310673,1.1066196
2014-01-30,3430151.0,1.0133,0.99106896,1.0355115
2014-01-31,1424243.0,1.0177,0.9999574,1.0177344
2014-02-03,1614761.0,1.0355,1.0132902,1.0444001
2014-02-04,2701848.0,1.0444,1.0310673,1.0532886
2014-02-05,492430.0,1.0444,1.0399557,1.0532886
2014-02-06,2226768.0,1.0488,1.0444001,1.079954
2014-02-07,3510558.0,1.0222,1.0221788,1.0577328
2014-02-10,2664347.0,1.04,1.0132902,1.0444001
2014-02-11,4019680.0,1.04,1.0399557,1.0621771
2014-02-12,3893182.0,1.0488,1.0444001,1.0577328
2014-02-13,1950512.0,1.0444,1.0399557,1.0488443
2014-02-14,4381528.0,1.0488,1.0444001,1.0621771
2014-02-17,2826134.0,1.0488,1.0444001,1.0666214
2014-02-18,2006343.0,1.0444,1.0444001,1.0577328
2014-02-19,711416.0,1.0355,1.0355115,1.0488443
2014-02-20,1061029.0,1.04,1.0310673,1.0444001
2014-02-21,1098191.0,1.0488,1.0444001,1.0621771
2014-02-24,1930624.0,1.0577,1.0488443,1.0621771
2014-02-25,1635332.0,1.0222,0.99551314,1.0399557
2014-02-26,1238190.0,1.0177,1.0132902,1.0355115
2014-02-27,1229324.0,1.0133,0.99551314,1.026623
2014-02-28,1052606.0,1.0355,1.0132902,1.0399557
2014-03-03,912456.0,1.0088,1.008846,1.0221788
2014-03-04,2551608.0,1.0355,1.0177344,1.0488443
2014-03-05,8925121.0,1.0577,1.0577328,1.0977311
2014-03-06,1745551.0,1.0533,1.0532886,1.0666214
2014-03-07,1701661.0,1.0355,1.0310673,1.0621771
2014-03-10,1498302.0,1.0355,1.0177344,1.0488443
2014-03-11,772896.0,1.0355,1.0355115,1.0488443
2014-03-12,1260067.0,1.0266,1.026623,1.0399557
2014-03-13,848122.0,1.0266,1.0221788,1.0355115
2014-03-14,872478.0,1.0177,1.0177344,1.0310673
2014-03-17,3528671.0,1.0355,1.0221788,1.0399557
2014-03-18,1513832.0,1.0311,1.026623,1.0399557
2014-03-19,3292688.0,1.0444,1.0310673,1.0577328
2014-03-20,3761369.0,1.0533,1.0399557,1.0621771
2014-03-21,3727813.0,1.0533,1.0355115,1.0577328
2014-03-24,1575247.0,1.0488,1.0399557,1.0621771
2014-03-25,1391889.0,1.0577,1.0444001,1.0577328
2014-03-26,5368354.0,1.0888,1.0532886,1.0888426
2014-03-27,4218530.0,1.0977,1.0888426,1.1066196
2014-03-28,2986413.0,1.0932,1.0883188,1.1177328
2014-03-31,1657945.0,1.0932,1.0834163,1.1177328
2014-04-01,3955460.0,1.1128,1.0883188,1.1324396
2014-04-02,3044170.0,1.1177,1.1079279,1.1324396
2014-04-03,963590.0,1.1177,1.1177328,1.1275374
2014-04-04,1027868.0,1.1275,1.1177328,1.1275374
2014-04-07,2237581.0,1.1275,1.1177328,1.1471467
2014-04-08,4012004.0,1.1471,1.1275374,1.1569513
2014-04-09,2832599.0,1.157,1.1471467,1.1716584
2014-04-10,2558439.0,1.1766,1.1520491,1.1765608
2014-04-11,1914857.0,1.1668,1.1520491,1.1765608
2014-04-14,3544757.0,1.206,1.1667562,1.2108772
2014-04-15,2917148.0,1.1864,1.1863654,1.2206817
2014-04-16,2519690.0,1.206,1.1863654,1.2059748
2014-04-17,2104812.0,1.2109,1.1961701,1.2157795
2014-04-18,1524743.0,1.2109,1.2059748,1.2206817
2014-04-21,937128.0,1.2109,1.1961701,1.2157795
2014-04-22,1329048.0,1.1962,1.1912678,1.2059748
2014-04-24,1447685.0,1.1913,1.1814631,1.2010723
2014-04-25,2086827.0,1.206,1.1814631,1.2108772
2014-04-28,3104223.1,1.1962,1.1961701,1.2059748
2014-04-29,3095223.0,1.206,1.1961701,1.2157795
