Date,Volume,Close,Min,Max
2013-12-16,1879564.0,0.4974,0.49271646,0.50210154
2013-12-17,9912094.0,0.4599,0.4551762,0.49271646
2013-12-18,8568597.0,0.4458,0.42702094,0.4551762
2013-12-19,5168870.0,0.4223,0.41763586,0.43171346
2013-12-20,10732686.24,0.4317,0.41763586,0.43640605
2013-12-23,14449106.0,0.4129,0.40825078,0.44109854
2013-12-24,6902823.0,0.4223,0.40825078,0.42702094
2013-12-25,4761888.0,0.4036,0.40355825,0.43171346
2013-12-26,2191937.0,0.3989,0.38948062,0.41294333
2013-12-27,4438547.0,0.3707,0.32847762,0.39417315
2013-12-30,17927666.48,0.3848,0.37540305,0.40825078
2013-12-31,7769220.0,0.3848,0.35663286,0.3847881
2014-01-02,4104633.0,0.366,0.3613254,0.3847881
2014-01-03,6760908.0,0.3566,0.35194036,0.37540305
2014-01-06,4948923.0,0.366,0.35194036,0.3707105
2014-01-07,5468538.0,0.3707,0.3613254,0.37540305
2014-01-08,6454778.0,0.3613,0.35663286,0.37540305
2014-01-09,1839765.0,0.3566,0.35194036,0.3613254
2014-01-10,3118277.0,0.3613,0.35663286,0.36601794
2014-01-13,5691127.0,0.366,0.3613254,0.3707105
2014-01-14,4552943.0,0.3613,0.35663286,0.36601794
2014-01-15,4536342.0,0.3613,0.35663286,0.3707105
2014-01-16,4013716.0,0.3566,0.35194036,0.36601794
2014-01-17,2095674.0,0.3613,0.35663286,0.3613254
2014-01-20,1581276.0,0.3519,0.35194036,0.3613254
2014-01-21,1670687.0,0.3566,0.35194036,0.3613254
2014-01-22,3052683.0,0.3566,0.35663286,0.3613254
2014-01-23,2127719.0,0.3519,0.35194036,0.3613254
2014-01-24,3062266.0,0.3472,0.33786273,0.35663286
2014-01-27,3245885.0,0.3472,0.33786273,0.35194036
2014-01-28,2221097.0,0.3426,0.34255528,0.35194036
2014-01-29,10389096.0,0.3191,0.30970752,0.35194036
2014-01-30,3713114.0,0.3238,0.30970752,0.32847762
2014-01-31,2229103.0,0.3191,0.31440005,0.3237851
2014-02-03,1307271.0,0.3191,0.31440005,0.3237851
2014-02-04,1656397.0,0.3191,0.30970752,0.3237851
2014-02-05,2275673.0,0.3238,0.31909257,0.32847762
2014-02-06,6833551.0,0.3426,0.3237851,0.35194036
2014-02-07,4941585.0,0.3379,0.33317018,0.35194036
2014-02-10,2043052.0,0.3332,0.33317018,0.3472478
2014-02-11,3377054.0,0.3332,0.32847762,0.34255528
2014-02-12,4219039.0,0.3332,0.32847762,0.34255528
2014-02-13,2169189.0,0.3332,0.32847762,0.33786273
2014-02-14,1900206.0,0.3332,0.32847762,0.33786273
2014-02-17,1670350.0,0.3379,0.33317018,0.34255528
2014-02-18,9215624.0,0.3379,0.33317018,0.3472478
2014-02-19,3578037.0,0.3332,0.32847762,0.34255528
2014-02-20,1489879.0,0.3285,0.3237851,0.33317018
2014-02-21,857009.0,0.3285,0.32847762,0.33317018
2014-02-24,1646962.0,0.3332,0.32847762,0.33786273
2014-02-25,4710920.0,0.3191,0.31440005,0.32847762
2014-02-26,1682989.0,0.3144,0.31440005,0.3237851
2014-02-27,1342156.0,0.3144,0.30970752,0.31909257
2014-02-28,2425640.0,0.3191,0.31440005,0.3237851
2014-03-03,1616299.0,0.3144,0.30970752,0.31909257
2014-03-04,2030119.0,0.3144,0.31440005,0.3237851
2014-03-05,4504194.0,0.3285,0.31909257,0.33786273
2014-03-06,2694087.0,0.3285,0.3237851,0.33317018
2014-03-07,1675431.0,0.3238,0.3237851,0.33317018
2014-03-10,1563258.0,0.3238,0.31909257,0.32847762
2014-03-11,1818220.0,0.3238,0.31909257,0.32847762
2014-03-12,1567477.0,0.3191,0.31909257,0.32847762
2014-03-13,1158969.0,0.3191,0.31909257,0.32847762
2014-03-14,5509715.0,0.3097,0.30501494,0.3237851
2014-03-17,6972844.0,0.3238,0.30970752,0.32847762
2014-03-18,2095203.0,0.3332,0.3237851,0.33317018
2014-03-19,1514770.0,0.3238,0.3237851,0.33317018
2014-03-20,1761487.0,0.3238,0.31909257,0.32847762
2014-03-21,613714.0,0.3191,0.31909257,0.3237851
2014-03-24,2492280.0,0.3191,0.31440005,0.3237851
2014-03-25,818639.0,0.3191,0.31440005,0.3237851
2014-03-26,1942887.0,0.3332,0.3237851,0.33317018
2014-03-27,2220373.0,0.3238,0.31909257,0.33317018
2014-03-28,3604298.0,0.3285,0.31909257,0.32847762
2014-03-31,7848480.0,0.3426,0.32847762,0.34255528
2014-04-01,12482649.0,0.3566,0.33786273,0.3613254
2014-04-02,6903546.0,0.3566,0.3472478,0.3613254
2014-04-03,3754222.0,0.3519,0.3472478,0.35663286
2014-04-04,2808191.0,0.3566,0.3472478,0.35663286
2014-04-07,9579784.0,0.3707,0.35194036,0.38009557
2014-04-08,18977523.0,0.3942,0.37540305,0.40825078
2014-04-09,9205457.0,0.3895,0.38948062,0.40825078
2014-04-10,6365437.0,0.3942,0.38948062,0.40825078
2014-04-11,5682994.0,0.3895,0.3847881,0.39417315
2014-04-14,6541629.0,0.3942,0.3847881,0.39886576
2014-04-15,9780088.0,0.3801,0.38009557,0.39417315
2014-04-16,7513961.0,0.3801,0.37540305,0.38948062
2014-04-17,9910041.0,0.3895,0.38009557,0.39417315
2014-04-18,4447639.0,0.3942,0.3847881,0.39417315
2014-04-21,3651344.0,0.3895,0.3847881,0.39417315
2014-04-22,14642400.0,0.3989,0.38948062,0.40355825
2014-04-24,18318015.0,0.3989,0.39886576,0.41294333
2014-04-25,6316891.0,0.3895,0.38948062,0.40355825
2014-04-28,8908117.66,0.3895,0.3847881,0.39417315
2014-04-29,8675390.0,0.3848,0.3847881,0.39886576
2014-04-30,16351399.0,0.3942,0.3847881,0.40355825
2014-05-02,13152100.0,0.4083,0.39886576,0.40825078
2014-05-05,20641658.0,0.4223,0.41294333,0.4223284
2014-05-06,16867557.0,0.4364,0.4223284,0.43640605
2014-05-07,11537198.0,0.4223,0.41763586,0.43640605
2014-05-08,5501277.0,0.4223,0.4223284,0.43171346
2014-05-09,2438709.0,0.427,0.4223284,0.43171346
2014-05-12,4756260.0,0.4223,0.4223284,0.43171346
2014-05-13,5085555.0,0.4223,0.41763586,0.43171346
2014-05-14,6620943.0,0.4129,0.40825078,0.4223284
2014-05-15,4853653.0,0.3989,0.39886576,0.41294333
2014-05-16,3259171.0,0.3989,0.39417315,0.40355825
2014-05-20,4732257.0,0.4036,0.39417315,0.40355825
2014-05-21,8436455.0,0.4083,0.39886576,0.41294333
2014-05-22,5814937.0,0.4129,0.40355825,0.41763586
2014-05-23,7093294.0,0.4083,0.40355825,0.41763586
2014-05-26,6428190.0,0.4176,0.40825078,0.4223284
2014-05-27,12089958.0,0.427,0.41763586,0.43171346
2014-05-28,14449487.0,0.4223,0.4223284,0.43171346
2014-05-29,6601726.0,0.4129,0.41294333,0.42702094
2014-05-30,5258245.0,0.4176,0.41294333,0.4223284
2014-06-02,6475477.0,0.4223,0.41294333,0.4223284
2014-06-03,4775582.0,0.4176,0.41763586,0.42702094
2014-06-04,4001814.0,0.4129,0.40825078,0.41763586
2014-06-05,7121698.0,0.4176,0.41294333,0.41763586
2014-06-06,17786759.0,0.4223,0.41763586,0.42702094
2014-06-09,18081600.0,0.4223,0.4223284,0.43171346
2014-06-10,24768769.0,0.4364,0.4223284,0.43640605
