Date,Open,High,Low,Close,Adj Close,Volume
2021-04-09,0.8227270245552063,0.8227270245552063,0.8227270245552063,0.8227270245552063,0.8227270245552063,366608
2021-04-12,0.9049999713897705,0.9049999713897705,0.9049999713897705,0.9049999713897705,0.9049999713897705,847726
2021-04-13,0.9954540133476257,0.9954540133476257,0.9954540133476257,0.9954540133476257,0.9954540133476257,1244188
2021-04-14,1.0945450067520142,1.0945450067520142,1.0945450067520142,1.0945450067520142,1.0945450067520142,1492898
2021-04-15,1.2036360502243042,1.2036360502243042,0.9890900254249573,1.2036360502243042,1.2036360502243042,1011265486
2021-04-16,1.2409089803695679,1.3236360549926758,1.2272720336914062,1.3236360549926758,1.3236360549926758,148280726
2021-04-19,1.4554539918899536,1.4554539918899536,1.1918179988861084,1.1918179988861084,1.1918179988861084,644720780
2021-04-20,1.1772719621658325,1.1863629817962646,1.0727269649505615,1.0745450258255005,1.0745450258255005,385934098
2021-04-21,1.0727269649505615,1.1654540300369263,1.0190900564193726,1.1336359977722168,1.1336359977722168,372685148
2021-04-22,1.1318180561065674,1.1318180561065674,1.047271966934204,1.0754539966583252,1.0754539966583252,132895246
2021-04-26,1.0745450258255005,1.1136360168457031,1.025454044342041,1.0645450353622437,1.0645450353622437,162053584
2021-04-27,1.0645450353622437,1.0818179845809937,1.0109089612960815,1.0109089612960815,1.0109089612960815,79895442
2021-04-28,1.0109089612960815,1.0772720575332642,0.9636359810829163,1.057271957397461,1.057271957397461,131333730
2021-04-29,1.057271957397461,1.0881810188293457,1.0327270030975342,1.049090027809143,1.049090027809143,73357680
2021-04-30,1.0481810569763184,1.0609090328216553,1.0354540348052979,1.0363630056381226,1.0363630056381226,46503226
2021-05-03,1.0354540348052979,1.0954539775848389,1.0309089422225952,1.0845450162887573,1.0845450162887573,94439136
2021-05-04,1.0954539775848389,1.1745450496673584,1.0745450258255005,1.1245449781417847,1.1245449781417847,164694222
2021-05-05,1.142727017402649,1.1799999475479126,1.1200000047683716,1.1363630294799805,1.1363630294799805,154008338
2021-05-06,1.1536359786987305,1.1545449495315552,1.1227270364761353,1.1227270364761353,1.1227270364761353,65698160
2021-05-07,1.1227270364761353,1.1390899419784546,1.1172720193862915,1.12363600730896,1.12363600730896,63315252
2021-05-10,1.1336359977722168,1.1654540300369263,1.1272720098495483,1.159999966621399,1.159999966621399,92421296
2021-05-11,1.1654540300369263,1.2618180513381958,1.159999966621399,1.1799999475479126,1.1799999475479126,249109036
2021-05-12,1.1827269792556763,1.1909090280532837,1.1545449495315552,1.1554540395736694,1.1554540395736694,32334940
2021-05-17,1.1363630294799805,1.151818037033081,1.100000023841858,1.1290899515151978,1.1290899515151978,75045520
2021-05-18,1.132727026939392,1.1436359882354736,1.1072720289230347,1.1072720289230347,1.1072720289230347,50499438
2021-05-20,1.1072720289230347,1.1527270078659058,1.0745450258255005,1.1181809902191162,1.1181809902191162,50091272
2021-05-21,1.1209089756011963,1.1354540586471558,1.0954539775848389,1.1136360168457031,1.1136360168457031,35722962
2021-05-24,1.1118179559707642,1.1245449781417847,1.1009089946746826,1.1009089946746826,1.1009089946746826,28194386
2021-05-25,1.104544997215271,1.1118179559707642,1.0227270126342773,1.0372719764709473,1.0372719764709473,33071016
2021-05-26,1.0436359643936157,1.1081809997558594,1.01454496383667,1.0781810283660889,1.0781810283660889,57798906
2021-05-27,1.0781810283660889,1.0881810188293457,1.0499999523162842,1.0499999523162842,1.0499999523162842,20268688
2021-05-28,1.0545450448989868,1.1036360263824463,1.0299999713897705,1.0727269649505615,1.0727269649505615,43072084
2021-05-31,1.0736360549926758,1.104544997215271,1.0736360549926758,1.0927269458770752,1.0927269458770752,29632196
2021-06-01,1.0954539775848389,1.1072720289230347,1.0881810188293457,1.0881810188293457,1.0881810188293457,34247246
2021-06-02,1.0727269649505615,1.1036360263824463,1.068181037902832,1.1027270555496216,1.1027270555496216,39443030
2021-06-03,1.104544997215271,1.1136360168457031,1.0690900087356567,1.0845450162887573,1.0845450162887573,36775684
2021-06-04,1.0845450162887573,1.1727269887924194,1.0827269554138184,1.1318180561065674,1.1318180561065674,136882108
2021-06-07,1.132727026939392,1.23272705078125,1.132727026939392,1.1990900039672852,1.1990900039672852,132988592
2021-06-08,1.204545021057129,1.2527270317077637,1.1909090280532837,1.1909090280532837,1.1909090280532837,133810468
2021-06-09,1.1881810426712036,1.309999942779541,1.1827269792556763,1.2827270030975342,1.2827270030975342,345715722
2021-06-10,1.2954540252685547,1.3581809997558594,1.2690900564193726,1.2727270126342773,1.2727270126342773,177842522
2021-06-11,1.2790900468826294,1.2827270030975342,1.2181810140609741,1.228181004524231,1.228181004524231,84751678
2021-06-14,1.2290899753570557,1.2590899467468262,1.2227269411087036,1.2345449924468994,1.2345449924468994,77829840
2021-06-15,1.2363630533218384,1.256363034248352,1.2209089994430542,1.2245450019836426,1.2245450019836426,47996014
2021-06-16,1.2300000190734863,1.2418179512023926,1.1972719430923462,1.2009090185165405,1.2009090185165405,33626340
2021-06-17,1.1990900039672852,1.2000000476837158,1.175454020500183,1.1763629913330078,1.1763629913330078,31988682
2021-06-18,1.1790900230407715,1.213636040687561,1.151818037033081,1.1554540395736694,1.1554540395736694,40653844
2021-06-21,1.1554540395736694,1.1890900135040283,1.142727017402649,1.1881810426712036,1.1881810426712036,42422732
2021-06-22,1.2154539823532104,1.2427270412445068,1.204545021057129,1.2290899753570557,1.2290899753570557,67472394
2021-06-23,1.230908989906311,1.2400000095367432,1.2209089994430542,1.2300000190734863,1.2300000190734863,39425562
2021-06-24,1.23272705078125,1.2536360025405884,1.23272705078125,1.2381809949874878,1.2381809949874878,34047662
2021-06-25,1.2436360120773315,1.2618180513381958,1.2363630533218384,1.25,1.25,50894448
2021-06-28,1.2636359930038452,1.2872719764709473,1.2554539442062378,1.2863630056381226,1.2863630056381226,64213534
2021-06-29,1.2936359643936157,1.299090027809143,1.2236360311508179,1.25,1.25,51487964
2021-06-30,1.25,1.254544973373413,1.1909090280532837,1.1909090280532837,1.1909090280532837,66039908
2021-07-01,1.1963629722595215,1.237272024154663,1.1654540300369263,1.237272024154663,1.237272024154663,65987614
2021-07-02,1.2272720336914062,1.237272024154663,1.2081810235977173,1.226362943649292,1.226362943649292,23683550
2021-07-05,1.228181004524231,1.2363630533218384,1.2163629531860352,1.2172720432281494,1.2172720432281494,22566874
2021-07-06,1.221817970275879,1.2254539728164673,1.1981810331344604,1.2000000476837158,1.2000000476837158,33585662
2021-07-07,1.204545021057129,1.2236360311508179,1.2018179893493652,1.2036360502243042,1.2036360502243042,23112122
2021-07-08,1.20272696018219,1.213636040687561,1.1918179988861084,1.204545021057129,1.204545021057129,21334060
2021-07-09,1.209089994430542,1.2109090089797974,1.1890900135040283,1.1909090280532837,1.1909090280532837,13747228
2021-07-12,1.1909090280532837,1.1936359405517578,1.1545449495315552,1.1545449495315552,1.1545449495315552,20876570
2021-07-13,1.147271990776062,1.1545449495315552,1.0918179750442505,1.0927269458770752,1.0927269458770752,27209710
2021-07-14,1.0936360359191895,1.1527270078659058,1.0936360359191895,1.1290899515151978,1.1290899515151978,31444072
2021-07-16,1.1318180561065674,1.1481809616088867,1.1263630390167236,1.1318180561065674,1.1318180561065674,17041794
2021-07-19,1.1354540586471558,1.1436359882354736,1.1227270364761353,1.1363630294799805,1.1363630294799805,8950348
2021-07-26,1.1418180465698242,1.1727269887924194,1.1336359977722168,1.1418180465698242,1.1418180465698242,36482644
2021-07-27,1.1454540491104126,1.161818027496338,1.14090895652771,1.1445449590682983,1.1445449590682983,22095128
2021-07-28,1.1481809616088867,1.161818027496338,1.1445449590682983,1.149090051651001,1.149090051651001,26361566
